key,count,pdf_count,example,first_pdf,first_location,pdfs
fehlanzeige_verordnung_zur_einstweiligen_sicherstellung_des_naturschutzgebietes,33,32,Fehlanzeige: Verordnung zur einstweiligen Sicherstellung des Naturschutzgebietes,NSG-7100-046,liste,"NSG-7100-046,NSG-7100-047,NSG-7100-056,NSG-7100-057,NSG-7100-058,NSG-7100-061,NSG-7100-062,NSG-7100-063,NSG-7100-064,NSG-7100-065,NSG-7100-066,NSG-7100-067,NSG-7100-070,NSG-7100-073,NSG-7100-075,NSG-7100-081,NSG-7100-086,NSG-7100-109,NSG-7100-136,NSG-7100-159…"
feilbieten_von_waren_anbieten_von_gewerblichen_leistungen_usw,1,1,"Feilbieten von Waren, Anbieten von gewerblichen Leistungen usw.,",NSG-7100-041,§ 3,NSG-7100-041
feld,1,1,feld“.,NSG-7100-271,§ 1,NSG-7100-271
feld_kapsweyer_und_schweighofen_landkreis_suedliche_wein,1,1,"feld, Kapsweyer und Schweighofen, Landkreis Südliche Wein-",NSG-7300-103,§ 2,NSG-7300-103
feld_riedgrenze_im_grundstueck_flurst_nr_3102_in_nordoestlicher_rich,1,1,Feld-Riedgrenze im Grundstück Flurst.-Nr. 3102 in nordöstlicher Rich-,NSG-7300-040,§ 2,NSG-7300-040
feldgehoelze,2,2,"Feldgehölze,",NSG-7100-125,§ 4,"NSG-7100-125,NSG-7100-202"
feldgehoelze_baumgruppen,2,2,"Feldgehölze,  Baumgruppen",NSG-7100-107,§ 4,"NSG-7100-107,NSG-7100-245"
feldgehoelze_baumgruppen_einzelbaeume_rohr_und_riedbestaende,1,1,"Feldgehölze, Baumgruppen, Einzelbäume, Rohr- und Riedbestände;",NSG-7100-077,§ 4,NSG-7100-077
feldgehoelze_hecken_einzelbaeume_trocken_halbtrockenrasen_of,1,1,"13.  Feldgehölze, Hecken, Einzelbäume, Trocken-, Halbtrockenrasen, of-",NSG-7300-201,§ 4,NSG-7300-201
feldgehoelze_rohr_und_riedbestaende,3,3,"Feldgehölze, Rohr- und Riedbestände;",NSG-7100-051,§ 3,"NSG-7100-051,NSG-7100-059,NSG-7100-072"
feldgehoelze_rohr_und_riedbestaende_beseitigt_beschaedigt_oder,1,1,"Feldgehölze, Rohr- und Riedbestände beseitigt, beschädigt oder",NSG-7100-050,§ 5,NSG-7100-050
feldgehoelze_rohr_und_riedbestaende_und_felsen,3,3,"Feldgehölze, Rohr- und Riedbestände und Felsen;",NSG-7100-065,§ 3,"NSG-7100-065,NSG-7100-066,NSG-7100-067"
feldgehoelze_roht_und_riedbestaende,1,1,"Feldgehölze, Roht- und Riedbestände;",NSG-7100-058,§ 3,NSG-7100-058
feldgehoelze_und_felsen,7,7,Feldgehölze und Felsen;,NSG-7100-052,§ 3,"NSG-7100-052,NSG-7100-053,NSG-7100-055,NSG-7100-056,NSG-7100-057,NSG-7100-060,NSG-7100-062"
feln_anbringt_oder_aufstellt,16,16,feln anbringt oder aufstellt;,NSG-7300-108,§ 6,"NSG-7300-108,NSG-7300-113,NSG-7300-115,NSG-7300-119,NSG-7300-144,NSG-7300-145,NSG-7300-146,NSG-7300-148,NSG-7300-149,NSG-7300-152,NSG-7300-153,NSG-7300-155,NSG-7300-166,NSG-7300-173,NSG-7300-176,NSG-7300-189"
fels,1,1,fels“;,NSG-7300-033,§ 5,NSG-7300-033
felsbereiche_steinwaelle_steinhaufen_oder_trockenmauern_zu_beseitigen,1,1,"10.Felsbereiche, Steinwälle, Steinhaufen oder Trockenmauern zu beseitigen",NSG-7300-203,§ 4,NSG-7300-203
felsbereichen_und_felsabbruchkanten_von_trocken_und_halbtrockenra,1,1,"Felsbereichen und Felsabbruchkanten, von Trocken- und Halbtrockenra-",NSG-7300-198,§ 3,NSG-7300-198
felsen,1,1,Felsen;,NSG-7100-054,§ 3,NSG-7100-054
felsen_beseitigt_oder_beschaedig,1,1,Felsen beseitigt oder beschädig;,NSG-7100-056,§ 5,NSG-7100-056
felsen_beseitigt_oder_beschaedigt,3,3,Felsen beseitigt oder beschädigt;,NSG-7100-052,§ 5,"NSG-7100-052,NSG-7100-055,NSG-7100-074"
felsen_oder_bodenbestandteile_zu_beseitigen_oder_zu_beschaedigen,1,1,19.  Felsen- oder Bodenbestandteile zu beseitigen oder zu beschädigen;,NSG-7300-047,§ 4,NSG-7300-047
felsenflaechen_als_lebensraum_in_ihrem_bestand_bedrohter_tier,1,1,Felsenflächen als Lebensraum in ihrem Bestand bedrohter Tier-,NSG-7300-060,§ 3,NSG-7300-060
felsformationen_ehemalige_kalksteinbrueche_im_moselsaar_gau_als_lebensraum,1,1,Felsformationen (ehemalige Kalksteinbrüche) im Moselsaar-Gau als Lebensraum,NSG-7100-103,§ 3,NSG-7100-103
felsformationen_zu_beseitigen_oder_zu_beschaedigen,2,2,Felsformationen zu beseitigen oder zu beschädigen;,NSG-7100-174,§ 4,"NSG-7100-174,NSG-7100-197"
felsgebuesche,1,1,- Felsgebüsche,NSG-7100-278,§ 3,NSG-7100-278
felsgrusgesellschaften_als_standort_seltener_pflanzenarten_und,1,1,Felsgrusgesellschaften als Standort seltener Pflanzenarten und,NSG-7300-041,§ 3,NSG-7300-041
felsinformationen_beseitigt_oder_beschaedigt,1,1,Felsinformationen beseitigt oder beschädigt;,NSG-7100-230,§ 6,NSG-7100-230
felskoepfen_ausgepraegten_blockhalden_und_hangschuttflaechen,1,1,"Felsköpfen, ausgeprägten Blockhalden und Hangschuttflächen.",NSG-7300-074,§ 3,NSG-7300-074
felsmassivs_in_zunaechst_suedoestlicher_spaeter_suedwestlicher_richtung_bis,1,1,"Felsmassivs) in zunächst südöstlicher, später südwestlicher Richtung bis",NSG-7300-078,§ 2,NSG-7300-078
felspartien_zu_beseitigen_oder_zu_beschaedigen,1,1,Felspartien zu beseitigen oder zu beschädigen;,NSG-7100-091,§ 4,NSG-7100-091
fen,5,5,fen.,NSG-7100-164,§ 5,"NSG-7100-164,NSG-7300-016,NSG-7300-018,NSG-7300-106,NSG-7300-189"
fen_am_rhein,1,1,fen am Rhein.,NSG-7300-197,§ 2,NSG-7300-197
fen_am_rhein_und_dem_buergermeister_in_dannstadt,1,1,fen am Rhein und dem Bürgermeister in Dannstadt.,NSG-7300-002,§ 2,NSG-7300-002
fen_auf_den_hartwiesenweg_flurstuecks_nr_173_diesem_weg,1,1,"fen auf den Hartwiesenweg, Flurstücks-Nr. 173. Diesem Weg",NSG-7300-136,§ 2,NSG-7300-136
fen_einseitig_innerhalb_des_naturschutzgebietes_zu_verwenden,1,1,"fen einseitig innerhalb des Naturschutzgebietes) zu verwenden,",NSG-7100-306,§ 4,NSG-7100-306
fen_laesst_oder_ausbildet,2,2,fen lässt oder ausbildet;,NSG-7300-190,"§ 4 Nr. 21 das Gebiet außerhalb der Wege betritt, Hunde frei lau-","NSG-7300-190,NSG-7300-192"
fen_und_schichtrippen,1,1,"fen und Schichtrippen,",NSG-7100-249,§ 3,NSG-7100-249
fenden_leinpfad,1,1,fenden Leinpfad.,NSG-7300-105,§ 2,NSG-7300-105
fene_fels_oder_bodenbereiche_gebuesche_oder_andere_landschaftsbe,1,1,"fene Fels- oder Bodenbereiche, Gebüsche oder andere Landschaftsbe-",NSG-7300-201,§ 4,NSG-7300-201
fengesetz,1,1,"fengesetz,",NSG-7100-268,§ 6,NSG-7100-268
fenlandbiotopen_von_sandheiden_trocken_und_steppenrasen,1,1,"fenlandbiotopen, von Sandheiden (Trocken- und Steppenrasen)",NSG-7300-187,§ 3,NSG-7300-187
fentlichen_belangen_vereinbar_ist_oder,2,2,fentlichen Belangen vereinbar ist oder,NSG-7300-013,§ 8,"NSG-7300-013,NSG-7300-014"
fentlichen_verkehr_gewidmeten_strassen_oder_wege_faehrt,1,1,"fentlichen Verkehr gewidmeten Straßen oder Wege fährt,",NSG-7100-281,§ 7,NSG-7100-281
fentlicht,1,1,fentlicht.,NSG-7100-306,§ 7,NSG-7100-306
fernen_abzubrennen_oder_zu_schaedigen,8,8,"fernen, abzubrennen oder zu schädigen;",NSG-7300-112,§ 4,"NSG-7300-112,NSG-7300-143,NSG-7300-190,NSG-7300-193,NSG-7300-194,NSG-7300-197,NSG-7300-200,NSG-7300-216"
fernen_oder_zu_schaedigen,4,4,fernen oder zu schädigen;,NSG-7300-209,§ 4,"NSG-7300-209,NSG-7300-210,NSG-7300-212,NSG-7300-213"
ferner_auf_das_voruebergehende_aufstellen_von_personenunter,1,1,ferner auf das vorübergehende Aufstellen von Personenunter-,NSG-7300-187,§ 4 ist ferner nicht anzuwenden auf,NSG-7300-187
ferner_die_erhaltung_der_ehemaligen_abbaustaette_aus_wissenschaftlichen,1,1,"ferner  die  Erhaltung  der  ehemaligen  Abbaustätte  aus  wissenschaftlichen,",NSG-7300-223,§ 3 Schutzzweck,NSG-7300-223
ferner_die_erhaltung_und_entwicklung_naturnaher_standortheimi,1,1,"ferner die Erhaltung und Entwicklung naturnaher, standortheimi-",NSG-7300-199,§ 3,NSG-7300-199
ferner_die_erhaltung_und_entwicklung_von_naturnahen_teichen,1,1,"ferner die Erhaltung und Entwicklung von naturnahen Teichen,",NSG-7300-187,§ 3,NSG-7300-187
ferner_fuer_die_instandhaltung_bestehender_schutzhuetten_und_fuer,1,1,ferner für die Instandhaltung bestehender Schutzhütten und für,NSG-7300-224,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-224
ferner_fuer_die_rueckumwandlung_von_stilllegungsflaechen_nach,2,2,ferner für die Rückumwandlung von Stilllegungsflächen nach,NSG-7300-210,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-","NSG-7300-210,NSG-7300-212"
ferner_nicht_anzuwenden_auf_die_von_der_oberen,2,2,ferner  nicht  anzuwenden  auf  die  von  der  oberen,NSG-7300-205,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die","NSG-7300-205,NSG-7300-218"
ferner_wer_vorsaetzlich_oder_fahrlaessig_ohne_genehmigung_der,2,2,"ferner, wer vorsätzlich oder fahrlässig ohne Genehmigung der",NSG-7300-168,"§ 4 Abs. 1 Nr. 16 lärmt, Modellfahrzeuge oder Modellflugzeuge","NSG-7300-168,NSG-7300-185"
ferner_zur_aenderung_und_neuverlegung_von_leitungen_soweit,1,1,"ferner zur Änderung und Neuverlegung von Leitungen, soweit",NSG-7300-193,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",NSG-7300-193
ferner_zur_errichtung_einfacher_landschaftsangepasster_hoch,2,2,"ferner zur Errichtung einfacher, landschaftsangepasster Hoch-",NSG-7300-206,§ 5,"NSG-7300-206,NSG-7300-215"
ferner_zur_errichtung_einfacher_landschaftsangepasster_hochsitze,1,1,ferner zur Errichtung einfacher landschaftsangepasster Hochsitze,NSG-7300-201,§ 5,NSG-7300-201
fernleitung_zweibruecken_bitburg_einschliesslich_freihaltung,1,1,Fernleitung Zweibrücken-Bitburg einschließlich Freihaltung,NSG-7300-099,§ 5,NSG-7300-099
fernmelde_und_bahnanlagen_in_abstimmung_mit_der_landes,1,1,Fernmelde- und Bahnanlagen in Abstimmung mit der Landes-,NSG-7300-188,"§ 4 ist nicht anzuwenden auf Maßnahmen oder Handlungen, die er-",NSG-7300-188
fernmeldeanlagen,1,1,"Fernmeldeanlagen,",NSG-7100-008,§ 5,NSG-7100-008
fernmeldeanlagen_der_bundespost,1,1,"Fernmeldeanlagen der Bundespost,",NSG-7100-148,§ 5,NSG-7100-148
fernmeldeanlagen_der_deutschen_bundespost,13,13,Fernmeldeanlagen der Deutschen Bundespost;,NSG-7100-025,"§ 4 Abs. 1 Nr. 26, ausgenommen ist die Errichtung von Jagdhütten;","NSG-7100-025,NSG-7100-042,NSG-7100-108,NSG-7100-110,NSG-7100-123,NSG-7100-125,NSG-7100-129,NSG-7100-139,NSG-7100-141,NSG-7100-155,NSG-7100-168,NSG-7100-176,NSG-7100-203"
fernmeldeanlagen_der_deutschen_bundespost_soweit_sie_dem,1,1,Fernmeldeanlagen der Deutschen Bundespost soweit sie dem,NSG-7100-169,§ 5,NSG-7100-169
fernmeldeanlagen_in_abstimmung_mit_der_landespflegebe,1,1,Fernmeldeanlagen in Abstimmung mit der Landespflegebe-,NSG-7300-191,"§ 4 ist nicht anzuwenden auf Maßnahmen oder Handlungen, die er-",NSG-7300-191
fernsehfrequenzumsetzers,1,1,Fernsehfrequenzumsetzers.,NSG-7100-153,§ 6,NSG-7100-153
fernt_abbrennt_oder_beschaedigt,3,3,"fernt, abbrennt oder beschädigt;",NSG-7300-072,§ 6,"NSG-7300-072,NSG-7300-079,NSG-7300-084"
fernt_abbrennt_oder_schaedigt,2,2,"fernt, abbrennt oder schädigt;",NSG-7300-180,§ 6,"NSG-7300-180,NSG-7300-184"
fernt_beseitigt_abbrennt_oder_sonst_beschaedigt,2,2,"fernt, beseitigt, abbrennt oder sonst beschädigt;",NSG-7300-063,§ 4 Abs. 1 Ziff. 8 wildwachsende Pflanzen aller Art ent-,"NSG-7300-063,NSG-7300-073"
fernt_beseitigt_abbrennt_oder_sonstwie_beschaedigt,1,1,"fernt, beseitigt, abbrennt oder sonstwie beschädigt;",NSG-7300-049,§ 4 Abs. 1 Ziff. 6 wildwachsende Pflanzen aller Art ent-,NSG-7300-049
ferstadt_stadt_schifferstadt_landkreis_ludwigshafen_a_rhein_die,1,1,"ferstadt, Stadt Schifferstadt, Landkreis Ludwigshafen a. Rhein, die",NSG-7300-036,§ 2,NSG-7300-036
ferwiesen_als_lebensraum_und_rueckzugsgebiet_fuer_gefaehrdete_pflanzen,2,2,ferwiesen als Lebensraum und Rückzugsgebiet für gefährdete Pflanzen-,NSG-7100-219,§ 3,"NSG-7100-219,NSG-7100-223"
fest_oder_fluessige_abfaelle_abzulagern_autowracks_abzustellen,1,1,"7.  fest oder flüssige Abfälle abzulagern, Autowracks abzustellen",NSG-7300-081,§ 4,NSG-7300-081
feste_oder_fahrbare_verkaufsstaende_oder_sonstige_gewerbliche_anlagen,2,1,7.  feste oder fahrbare Verkaufsstände oder sonstige gewerbliche Anlagen,NSG-7300-045,§ 4,NSG-7300-045
feste_oder_fluessige_abfaelle_abzulagern_autowracke_abzustellen,1,1,"feste oder flüssige Abfälle abzulagern, Autowracke abzustellen",NSG-7300-095,§ 4,NSG-7300-095
feste_oder_fluessige_abfaelle_abzulagern_autowracks_abzu,3,3,"feste oder flüssige Abfälle abzulagern, Autowracks abzu-",NSG-7300-130,§ 4,"NSG-7300-130,NSG-7300-131,NSG-7300-135"
feste_oder_fluessige_abfaelle_abzulagern_autowracks_abzustel,14,14,"feste oder flüssige Abfälle abzulagern, Autowracks abzustel-",NSG-7300-076,§ 4,"NSG-7300-076,NSG-7300-080,NSG-7300-088,NSG-7300-099,NSG-7300-104,NSG-7300-123,NSG-7300-124,NSG-7300-126,NSG-7300-132,NSG-7300-133,NSG-7300-136,NSG-7300-137,NSG-7300-138,NSG-7300-142"
feste_oder_fluessige_abfaelle_abzulagern_autowracks_abzustel_len_oder,1,1,"20.feste oder flüssige Abfälle abzulagern, Autowracks abzustel-len oder",NSG-7300-177,§ 4,NSG-7300-177
feste_oder_fluessige_abfaelle_abzulagern_autowracks_abzustellen,37,37,"feste oder flüssige Abfälle abzulagern, Autowracks abzustellen",NSG-7100-173,§ 4,"NSG-7100-173,NSG-7300-032,NSG-7300-034,NSG-7300-035,NSG-7300-037,NSG-7300-038,NSG-7300-044,NSG-7300-048,NSG-7300-050,NSG-7300-054,NSG-7300-059,NSG-7300-060,NSG-7300-068,NSG-7300-074,NSG-7300-075,NSG-7300-083,NSG-7300-085,NSG-7300-086,NSG-7300-087,NSG-7300-089…"
feste_oder_fluessige_abfaelle_abzulagern_autowracks_abzustellen_o,4,4,"8.  feste oder flüssige Abfälle abzulagern, Autowracks abzustellen o-",NSG-7300-077,§ 4,"NSG-7300-077,NSG-7300-079,NSG-7300-084,NSG-7300-127"
feste_oder_fluessige_abfaelle_abzulagern_autowracks_abzustellen_oder,25,25,"7.  feste  oder  flüssige  Abfälle  abzulagern,  Autowracks  abzustellen  oder",NSG-7100-097,§ 4,"NSG-7100-097,NSG-7100-102,NSG-7100-110,NSG-7100-119,NSG-7100-129,NSG-7100-135,NSG-7100-158,NSG-7100-168,NSG-7100-169,NSG-7100-172,NSG-7100-182,NSG-7100-183,NSG-7100-210,NSG-7100-214,NSG-7100-230,NSG-7100-237,NSG-7100-265,NSG-7100-309,NSG-7300-033,NSG-7300-036…"
feste_oder_fluessige_abfaelle_abzulagern_autowracks_anzubringen_oder,1,1,"3.  feste oder flüssige Abfälle abzulagern, Autowracks anzubringen oder",NSG-7100-234,§ 4,NSG-7100-234
feste_oder_fluessige_abfaelle_abzulagern_oder_wegzuwerfen,1,1,feste oder flüssige Abfälle abzulagern oder wegzuwerfen;,NSG-7300-055,§ 4,NSG-7300-055
feste_oder_fluessige_abfaelle_abzulagern_sowie_autowracks_ab,1,1,5.  feste oder flüssige Abfälle abzulagern sowie Autowracks ab-,NSG-7300-103,§ 4,NSG-7300-103
feste_oder_fluessige_abfaelle_abzulagern_sowie_autowracks_abzustellen,1,1,"7.  feste oder flüssige Abfälle abzulagern, sowie Autowracks abzustellen;",NSG-7300-042,§ 4,NSG-7300-042
feste_oder_fluessige_abfaelle_abzulagern_sowie_fahrzeugwracks_abzu,2,2,feste oder flüssige Abfälle abzulagern sowie Fahrzeugwracks abzu-,NSG-7300-188,§ 4,"NSG-7300-188,NSG-7300-191"
feste_oder_fluessige_abfaelle_anzulagern_autowracks_abzustellen,1,1,"feste oder flüssige Abfälle anzulagern, Autowracks abzustellen",NSG-7300-043,§ 3,NSG-7300-043
feste_oder_fluessige_abfaelle_oder_sonstige_materialien_lagert,1,1,"feste oder flüssige Abfälle oder sonstige Materialien lagert,",NSG-7300-180,§ 6,NSG-7300-180
feste_oder_fluessige_abfaelle_sonstige_materialien_oder_stoffe,2,2,"16.  feste oder flüssige Abfälle, sonstige Materialien oder Stoffe",NSG-7300-214,§ 4,"NSG-7300-214,NSG-7300-216"
feste_oder_fluessigen_abfaelle_abzulagern_autowracks_abzustellen_oder,1,1,"7.  feste oder flüssigen Abfälle abzulagern, Autowracks abzustellen oder",NSG-7100-256,§ 4,NSG-7100-256
feste_wildfuetterungsanlagen_und_wildaecker_anzulegen_oder_zu,1,1,feste Wildfütterungsanlagen und Wildäcker anzulegen oder zu,NSG-7300-182,§ 4,NSG-7300-182
festgelegt_sind_im_uebrigen_haben_die,1,1,festgelegt  sind.  Im  Übrigen  haben  die,NSG-7100-046,"§  3  findet  keine  Anwendung  auf  Maßnahmen,  die  in  ihren  Einzelheiten  in",NSG-7100-046
festgelegten_wirtschaftsform_wirtschaftswald_ausser_regelmaessigem,1,1,festgelegten  Wirtschaftsform  „Wirtschaftswald  außer  regelmäßigem,NSG-7100-175,§ 4 ist nicht anzuwenden auf,NSG-7100-175
festgelegter_stellen_traenkt,1,1,"festgelegter Stellen tränkt,",NSG-7100-289,§ 7,NSG-7100-289
festigten_wirtschaftsweg_trifft_der_in_nord_sued_richtung_ver,1,1,"festigten Wirtschaftsweg trifft, der in Nord-Süd-Richtung ver-",NSG-7300-162,§ 2,NSG-7300-162
festigung_und_verbau_einschliesslich_ihrer_vegetationsstruktur_veraen,1,1,festigung und Verbau einschließlich ihrer Vegetationsstruktur verän-,NSG-7100-127,§ 6,NSG-7100-127
festigungen_der_wege_nach_einvernehmlicher_absprache_mit,1,1,festigungen der Wege nach einvernehmlicher Absprache mit,NSG-7300-192,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",NSG-7300-192
festiziden,1,1,Festiziden;,NSG-7100-044,§ 7,NSG-7100-044
festsetzung_ausser_regelmaessigem_betrieb,1,1,"Festsetzung „außer regelmäßigem Betrieb“,",NSG-7100-193,§ 6,NSG-7100-193
festsetzungen_auf_dem_ehemaligen_kiesgrubengelaende_noch_durch,1,1,Festsetzungen auf dem ehemaligen Kiesgrubengelände noch durch-,NSG-7300-189,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-189
festzulegen,1,1,festzulegen;,NSG-7300-083,§ 5,NSG-7300-083
festzulegen_sind,1,1,festzulegen sind;,NSG-7300-082,§ 5,NSG-7300-082
festzustellen_sind,1,1,festzustellen sind;,NSG-7300-085,§ 5,NSG-7300-085
feucht_und_heideflaechen,1,1,Feucht- und Heideflächen,NSG-7100-256,§ 3,NSG-7100-256
feucht_und_nasswiesen_feuchte_hochstaudenfluren,1,1,"-  Feucht- und Nasswiesen, feuchte Hochstaudenfluren",NSG-7100-263,§ 3,NSG-7100-263
feucht_und_nasswiesen_sowie_feuchtwiesenbrachen,1,1,- Feucht- und Nasswiesen sowie Feuchtwiesenbrachen,NSG-7100-287,§ 3,NSG-7100-287
feucht_und_nasswiesen_wiesenbrachen_sandrasen_borstgras,1,1,"Feucht- und Naßwiesen, Wiesenbrachen, Sandrasen, Borstgras-",NSG-7300-185,§ 3,NSG-7300-185
feuchtbereiche_als_lebensstaetten_artenreicher_biozinosen_aus_vielfach,1,1,Feuchtbereiche als Lebensstätten artenreicher Biozinosen aus vielfach,NSG-7100-155,§ 3,NSG-7100-155
feuchtbereichen_duenger_auszubringen_sowie_dort,1,1,Feuchtbereichen Dünger auszubringen sowie dort,NSG-7100-307,§ 5,NSG-7100-307
feuchtbereichen_und_xerothermen_waldgesellschaften,1,1,Feuchtbereichen und xerothermen Waldgesellschaften,NSG-7100-079,§ 3,NSG-7100-079
feuchtbiotops_als_brut_nahrungs_rast_und_ueberwinterungsgebie,1,1,"Feuchtbiotops als Brut-, Nahrungs-, Rast- und Überwinterungsgebie-",NSG-7300-054,§ 3,NSG-7300-054
feuchte_binsenflaechen,1,1,- feuchte Binsenflächen,NSG-7100-264,§ 3,NSG-7100-264
feuchte_hochstaudenfluren,3,3,feuchte Hochstaudenfluren,NSG-7100-270,§ 3,"NSG-7100-270,NSG-7100-272,NSG-7100-281"
feuchte_schlangenknoeterich_wiesen,1,1,- feuchte Schlangenknöterich-Wiesen,NSG-7100-281,§ 3,NSG-7100-281
feuchten_ackerflaechen_als_standorte_typischer_und_seltener_wild,1,1,feuchten Ackerflächen als Standorte typischer und seltener wild-,NSG-7300-125,§ 3,NSG-7300-125
feuchten_gruenlandgesellschaften_wie_nasse_hochstaudenfluren,3,3,"feuchten Grünlandgesellschaften wie nasse Hochstaudenfluren,",NSG-7100-282,§ 3,"NSG-7100-282,NSG-7100-283,NSG-7100-284"
feuchten_haeufig_ueberschwemmten_gruenland_und_ackerflaechen_als,1,1,"feuchten, häufig überschwemmten Grünland- und Ackerflächen als",NSG-7300-135,§ 3,NSG-7300-135
feuchten_von_gruenland_und_wald_gepraegten,1,1,"feuchten,  von  Grünland  und  Wald  geprägten",NSG-7300-208,§ 3,NSG-7300-208
feuchteren_bereiche_sowie_der_uebergangszonen_zwischen_bewaldeten_und,1,1,feuchteren Bereiche sowie der Übergangszonen zwischen bewaldeten und,NSG-7300-078,§ 3,NSG-7300-078
feuchtflaechen_als_lebensraum_seltener_in_ihrem_bestande_bedrohter,2,2,Feuchtflächen als Lebensraum seltener in ihrem Bestande bedrohter,NSG-7100-136,§ 3,"NSG-7100-136,NSG-7100-152"
feuchtflaechen_und,1,1,Feuchtflächen  und,NSG-7100-245,§ 5,NSG-7100-245
feuchtgebiete_zu_entwaessern,2,2,2.  Feuchtgebiete zu entwässern;,NSG-7100-111,§ 4,"NSG-7100-111,NSG-7300-103"
feuchtgebietes_mit_seinen_wasser_und_moorflaechen_als_standort,1,1,Feuchtgebietes  mit  seinen  Wasser-  und  Moorflächen  als  Standort,NSG-7100-146,§ 3,NSG-7100-146
feuchtgruenlandbereiches_als_repraesentativen_ausschnitt_des_ehemals,1,1,Feuchtgrünlandbereiches als  repräsentativen Ausschnitt des ehemals,NSG-7300-220,§ 3 Schutzzweck,NSG-7300-220
feuchtland_und_wassergebundene_vogelarten_mit_ausnahme_von,1,1,"29. feuchtland-und wassergebundene Vogelarten, mit Ausnahme von",NSG-7100-293,§ 4,NSG-7100-293
feuchtland_und_wassergebundene_vogelarten_wie_wildgaense,1,1,"26. feuchtland- und wassergebundene Vogelarten wie Wildgänse,",NSG-7100-025,§ 4,NSG-7100-025
feuchtlandbewohner_insbesondere_vogel_und_insektenarten,1,1,"Feuchtlandbewohner, insbesondere Vogel- und Insektenarten.",NSG-7100-227,§ 3,NSG-7100-227
feuchtlandgebundene_vogelarten_wie_hoeckerschwaene_wildgaenze,1,1,"19.feuchtlandgebundene Vogelarten, wie Höckerschwäne, Wildgänze,",NSG-7100-076,§ 4,NSG-7100-076
feuchtlebensraum_fuer_dort_typische_seltene_und_gefaehrdete,1,1,"Feuchtlebensraum für dort typische, seltene und gefährdete",NSG-7300-202,§ 3,NSG-7300-202
feuchtwiesen_als_standorte_seltener_pflanzenarten_und_pflanzenge,1,1,Feuchtwiesen als Standorte seltener Pflanzenarten und Pflanzenge-,NSG-7300-101,§ 3,NSG-7300-101
feuchtwiesen_bruch_quell_und_bachuferwaelder,1,1,"Feuchtwiesen, Bruch-, Quell- und Bachuferwälder",NSG-7100-302,§ 3,NSG-7100-302
feuchtwiesen_erweitert,1,1,"Feuchtwiesen erweitert,",NSG-7100-157,§ 6,NSG-7100-157
feuchtwiesen_und_feuchte_hochstaudenfluren_quellfluren,2,2,- Feuchtwiesen und feuchte Hochstaudenfluren Quellfluren,NSG-7100-286,§ 3,"NSG-7100-286,NSG-7100-301"
feuchtwiesen_wiesen_mittlerer_standorte_baeche_graeben_kleingewaesser,1,1,"Feuchtwiesen, Wiesen mittlerer Standorte, Bäche, Gräben, Kleingewässer,",NSG-7300-208,§ 3,NSG-7300-208
feuer_anzuenden_oder_zu_unterhalten,1,1,"10.Feuer anzünden oder zu unterhalten,",NSG-7100-179,§ 4,NSG-7100-179
feuer_anzuendet,4,4,17 Feuer anzündet;,NSG-7300-116,§ 4 Abs. 1 Nr.,"NSG-7300-116,NSG-7300-156,NSG-7300-157,NSG-7300-168"
feuer_anzuendet_oder_dieses_unterhaelt_oder_abseits_ausgewiesener,1,1,Feuer anzündet oder dieses unterhält oder abseits ausgewiesener,NSG-7300-188,"§ 4 Nr. 12 lagert, badet, zeltet, Campingfahrzeuge aufstellt, lärmt,",NSG-7300-188
feuer_anzuendet_oder_unterhaelt_oder_grillt,1,1,"Feuer anzündet oder unterhält oder grillt,",NSG-7100-269,§ 8,NSG-7100-269
feuer_anzumachen_oder_zu_unterhalten,28,28,14. Feuer anzumachen oder zu unterhalten;,NSG-7100-025,§ 4,"NSG-7100-025,NSG-7100-033,NSG-7100-082,NSG-7100-086,NSG-7100-087,NSG-7100-088,NSG-7100-089,NSG-7100-091,NSG-7100-092,NSG-7100-093,NSG-7100-094,NSG-7100-095,NSG-7300-020,NSG-7300-021,NSG-7300-022,NSG-7300-023,NSG-7300-024,NSG-7300-025,NSG-7300-026,NSG-7300-027…"
feuer_anzumachen_wagen_und_kraftraeder_ausserhalb_der,3,3,"Feuer anzumachen, Wagen und Krafträder außerhalb der",NSG-7300-006,§ 3,"NSG-7300-006,NSG-7300-008,NSG-7300-010"
feuer_anzuzuenden,44,44,14.  Feuer anzuzünden;,NSG-7300-076,§ 4,"NSG-7300-076,NSG-7300-108,NSG-7300-109,NSG-7300-110,NSG-7300-111,NSG-7300-112,NSG-7300-113,NSG-7300-114,NSG-7300-115,NSG-7300-116,NSG-7300-117,NSG-7300-118,NSG-7300-119,NSG-7300-120,NSG-7300-121,NSG-7300-141,NSG-7300-143,NSG-7300-144,NSG-7300-145,NSG-7300-146…"
